;Taxid;Species_name;Superorder;Protein ID;Bit score;Ratio;SET;KRAB;SSXRD;ZF;Best_Match
588;2530218;Condylostylus longicornis;Endopterygota;XP_055373187.1;0;0;1;0;0;5;PRDM1
589;2530218;Condylostylus longicornis;Endopterygota;XP_055373188.1;0;0;1;0;0;5;PRDM1
590;2530218;Condylostylus longicornis;Endopterygota;XP_055373189.1;0;0;1;0;0;5;PRDM1
591;2530218;Condylostylus longicornis;Endopterygota;XP_055370978.1;0;0;1;0;0;2;PRDM1
592;2530218;Condylostylus longicornis;Endopterygota;XP_055370977.1;0;0;1;0;0;2;PRDM1
593;2530218;Condylostylus longicornis;Endopterygota;XP_055387326.1;0;0;1;0;0;6;PRD14
594;2530218;Condylostylus longicornis;Endopterygota;XP_055387384.1;0;0;1;0;0;3;PRDM8
595;7111;Trichoplusia ni;Endopterygota;XP_026729258.1;0;0;1;0;0;4;PRDM1
596;7111;Trichoplusia ni;Endopterygota;XP_026729257.1;0;0;1;0;0;4;PRDM1
597;7111;Trichoplusia ni;Endopterygota;XP_026748044.1;0;0;1;0;0;1;PRDM6
598;7111;Trichoplusia ni;Endopterygota;XP_026748018.1;0;0;1;0;0;3;PRDM6
599;7111;Trichoplusia ni;Endopterygota;XP_026748017.1;0;0;1;0;0;5;PRDM6
600;7111;Trichoplusia ni;Endopterygota;XP_026726836.1;0;0;1;0;0;8;PRDM1
601;7111;Trichoplusia ni;Endopterygota;XP_026726843.1;0;0;1;0;0;8;PRDM1
602;7111;Trichoplusia ni;Endopterygota;XP_026726826.1;0;0;1;0;0;8;PRDM1
603;7111;Trichoplusia ni;Endopterygota;XP_026726818.1;0;0;1;0;0;8;PRDM1
604;7111;Trichoplusia ni;Endopterygota;XP_026726800.1;0;0;1;0;0;8;PRDM1
605;7111;Trichoplusia ni;Endopterygota;XP_026726852.1;0;0;1;0;0;8;PRDM1
606;7111;Trichoplusia ni;Endopterygota;XP_026726810.1;0;0;1;0;0;7;PRDM1
607;7111;Trichoplusia ni;Endopterygota;XP_026732369.1;0;0;1;0;0;5;PRDM5
608;7111;Trichoplusia ni;Endopterygota;XP_026733114.1;0;0;1;0;0;2;PRD15
609;7111;Trichoplusia ni;Endopterygota;XP_026733113.1;0;0;1;0;0;2;PRD15
610;7463;Apis florea;Endopterygota;XP_012346985.1;0;0;1;0;0;4;PRDM1
611;7463;Apis florea;Endopterygota;XP_012341518.1;0;0;1;0;0;3;PRD10
612;7463;Apis florea;Endopterygota;XP_012343510.1;0;0;1;0;0;2;PRDM5
613;7463;Apis florea;Endopterygota;XP_012343509.1;0;0;1;0;0;2;PRDM5
614;7463;Apis florea;Endopterygota;XP_012349641.2;0;0;1;0;0;0;PRDM1
615;7463;Apis florea;Endopterygota;XP_031775840.1;0;0;1;0;0;6;PRDM2
616;7463;Apis florea;Endopterygota;XP_031776060.1;0;0;1;0;0;0;PRDM1
617;7463;Apis florea;Endopterygota;XP_003697487.1;0;0;1;0;0;5;PRD10
618;7463;Apis florea;Endopterygota;XP_012340745.2;0;0;1;0;0;3;PRD16
619;680683;Amyelois transitella;Endopterygota;XP_013198257.1;64.7;1.1350877192982456;1;0;1;8;PRDM9
620;680683;Amyelois transitella;Endopterygota;XP_013187657.1;0;0;1;0;0;3;PRDM1
621;680683;Amyelois transitella;Endopterygota;XP_013194620.1;54.3;1.1288981288981288;1;0;0;0;PRDM9
622;680683;Amyelois transitella;Endopterygota;XP_013189760.1;0;0;1;0;0;8;PRDM1
623;680683;Amyelois transitella;Endopterygota;XP_013189761.1;0;0;1;0;0;7;PRDM1
624;680683;Amyelois transitella;Endopterygota;XP_013185259.1;0;0;1;0;0;5;PRDM6
625;680683;Amyelois transitella;Endopterygota;XP_013193668.1;0;0;1;0;0;1;PRD10
626;680683;Amyelois transitella;Endopterygota;XP_013193667.1;0;0;1;0;0;1;PRD10
627;290404;Eupeodes corollae;Endopterygota;XP_055909596.1;0;0;1;0;0;5;PRDM1
628;290404;Eupeodes corollae;Endopterygota;XP_055909595.1;0;0;1;0;0;5;PRDM1
629;290404;Eupeodes corollae;Endopterygota;XP_055916707.1;0;0;1;0;0;3;PRD15
630;290404;Eupeodes corollae;Endopterygota;XP_055914889.1;0;0;1;0;0;2;PRDM1
631;290404;Eupeodes corollae;Endopterygota;XP_055914888.1;0;0;1;0;0;2;PRDM1
632;290404;Eupeodes corollae;Endopterygota;XP_055920397.1;0;0;1;0;0;6;PRDM1
633;290404;Eupeodes corollae;Endopterygota;XP_055919535.1;0;0;1;0;0;6;PRD14
634;290404;Eupeodes corollae;Endopterygota;XP_055919532.1;0;0;1;0;0;6;PRD14
635;290404;Eupeodes corollae;Endopterygota;XP_055919533.1;0;0;1;0;0;6;PRD14
636;290404;Eupeodes corollae;Endopterygota;XP_055919531.1;0;0;1;0;0;6;PRD14
637;33412;Zerene cesonia;Endopterygota;XP_038210237.1;0;0;1;0;0;4;PRDM1
638;33412;Zerene cesonia;Endopterygota;XP_038210233.1;0;0;1;0;0;4;PRDM1
639;33412;Zerene cesonia;Endopterygota;XP_038210235.1;0;0;1;0;0;4;PRDM1
640;33412;Zerene cesonia;Endopterygota;XP_038210236.1;0;0;1;0;0;4;PRDM1
641;33412;Zerene cesonia;Endopterygota;XP_038210230.1;0;0;1;0;0;4;PRDM1
642;33412;Zerene cesonia;Endopterygota;XP_038210231.1;0;0;1;0;0;4;PRDM1
643;33412;Zerene cesonia;Endopterygota;XP_038222455.1;0;0;1;0;0;8;PRDM2
644;33412;Zerene cesonia;Endopterygota;XP_038215004.1;0;0;1;0;0;5;PRDM4
645;609295;Dinoponera quadriceps;Endopterygota;XP_014467360.1;0;0;1;0;0;4;PRDM1
646;609295;Dinoponera quadriceps;Endopterygota;XP_014468242.1;0;0;1;0;0;3;PRD10
647;609295;Dinoponera quadriceps;Endopterygota;XP_014468241.1;0;0;1;0;0;2;PRD10
648;609295;Dinoponera quadriceps;Endopterygota;XP_014470137.1;0;0;1;0;0;2;PRDM4
649;609295;Dinoponera quadriceps;Endopterygota;XP_014470138.1;0;0;1;0;0;2;PRDM4
650;609295;Dinoponera quadriceps;Endopterygota;XP_014475310.1;0;0;1;0;0;6;PRDM2
651;609295;Dinoponera quadriceps;Endopterygota;XP_014475309.1;0;0;1;0;0;6;PRDM2
652;609295;Dinoponera quadriceps;Endopterygota;XP_014475308.1;0;0;1;0;0;6;PRDM2
653;609295;Dinoponera quadriceps;Endopterygota;XP_014488506.1;0;0;1;0;0;5;PRD10
654;7460;Apis mellifera;Endopterygota;XP_391847.4;0;0;1;0;0;4;PRDM1
655;7460;Apis mellifera;Endopterygota;XP_006566071.2;0;0;1;0;0;4;PRDM1
656;7460;Apis mellifera;Endopterygota;XP_006566072.2;0;0;1;0;0;4;PRDM1
657;7460;Apis mellifera;Endopterygota;XP_006566073.2;0;0;1;0;0;4;PRDM1
658;7460;Apis mellifera;Endopterygota;XP_006569371.1;0;0;1;0;0;4;PRD10
659;7460;Apis mellifera;Endopterygota;XP_396029.4;0;0;1;0;0;4;PRD10
660;7460;Apis mellifera;Endopterygota;XP_006569370.1;0;0;1;0;0;4;PRD10
661;7460;Apis mellifera;Endopterygota;XP_006565803.2;0;0;1;0;0;2;PRDM5
662;7460;Apis mellifera;Endopterygota;XP_006565802.2;0;0;1;0;0;2;PRDM5
663;7460;Apis mellifera;Endopterygota;XP_026295431.1;0;0;1;0;0;6;PRDM2
664;7460;Apis mellifera;Endopterygota;XP_026295432.1;0;0;1;0;0;6;PRDM2
665;7460;Apis mellifera;Endopterygota;XP_026295430.1;0;0;1;0;0;6;PRDM2
666;7460;Apis mellifera;Endopterygota;XP_006563941.2;0;0;1;0;0;6;PRDM2
667;7460;Apis mellifera;Endopterygota;XP_003249388.1;0;0;1;0;0;5;PRD10
668;7460;Apis mellifera;Endopterygota;XP_016769727.2;0;0;1;0;0;3;PRD16
669;53552;Sabethes cyaneus;Endopterygota;XP_053690217.1;0;0;1;0;0;5;PRDM1
670;53552;Sabethes cyaneus;Endopterygota;XP_053690218.1;0;0;1;0;0;5;PRDM1
671;53552;Sabethes cyaneus;Endopterygota;XP_053693276.1;0;0;1;0;0;3;PRD11
672;53552;Sabethes cyaneus;Endopterygota;XP_053699094.1;0;0;1;0;0;0;PRDM1
673;53552;Sabethes cyaneus;Endopterygota;XP_053696484.1;0;0;1;0;0;6;PRDM6
674;53552;Sabethes cyaneus;Endopterygota;XP_053692643.1;0;0;1;0;0;7;PRD14
675;7137;Galleria mellonella;Endopterygota;XP_031769453.2;0;0;1;0;0;4;PRDM1
676;7137;Galleria mellonella;Endopterygota;XP_052748056.1;80.1;1.0100882723833544;1;0;0;0;PRDM9
677;7137;Galleria mellonella;Endopterygota;XP_026751287.2;0;0;1;0;0;4;PRDM1
678;7137;Galleria mellonella;Endopterygota;XP_052748157.1;0;0;1;0;0;0;PRDM6
679;7137;Galleria mellonella;Endopterygota;XP_052756935.1;0;0;1;0;0;7;PRDM2
680;7137;Galleria mellonella;Endopterygota;XP_052756936.1;0;0;1;0;0;7;PRDM2
681;7137;Galleria mellonella;Endopterygota;XP_052756933.1;0;0;1;0;0;7;PRDM2
682;7137;Galleria mellonella;Endopterygota;XP_052756934.1;0;0;1;0;0;6;PRDM2
683;7137;Galleria mellonella;Endopterygota;XP_026752351.1;0;0;1;0;0;5;PRDM6
684;7137;Galleria mellonella;Endopterygota;XP_052756146.1;0;0;1;0;0;1;PRDM1
685;7137;Galleria mellonella;Endopterygota;XP_052756147.1;0;0;1;0;0;1;PRDM1
686;7243;Drosophila teissieri;Endopterygota;XP_043648286.1;0;0;1;0;0;5;PRDM1
687;7243;Drosophila teissieri;Endopterygota;XP_043648283.1;0;0;1;0;0;5;PRDM1
688;7243;Drosophila teissieri;Endopterygota;XP_043648284.1;0;0;1;0;0;5;PRDM1
689;7243;Drosophila teissieri;Endopterygota;XP_043648285.1;0;0;1;0;0;5;PRDM1
690;7243;Drosophila teissieri;Endopterygota;XP_043661148.1;0;0;1;0;0;2;PRDM5
691;7243;Drosophila teissieri;Endopterygota;XP_043642442.1;0;0;1;0;0;7;PRD15
692;7243;Drosophila teissieri;Endopterygota;XP_043642441.1;0;0;1;0;0;7;PRD15
693;7243;Drosophila teissieri;Endopterygota;XP_043642440.1;0;0;1;0;0;7;PRD15
694;30069;Anopheles stephensi;Endopterygota;XP_035917114.1;0;0;1;0;0;4;PRDM1
695;30069;Anopheles stephensi;Endopterygota;XP_035917106.1;0;0;1;0;0;4;PRDM1
696;30069;Anopheles stephensi;Endopterygota;XP_035917107.1;0;0;1;0;0;4;PRDM1
697;30069;Anopheles stephensi;Endopterygota;XP_035917108.1;0;0;1;0;0;4;PRDM1
698;30069;Anopheles stephensi;Endopterygota;XP_035917109.1;0;0;1;0;0;4;PRDM1
699;30069;Anopheles stephensi;Endopterygota;XP_035917110.1;0;0;1;0;0;4;PRDM1
700;30069;Anopheles stephensi;Endopterygota;XP_035917111.1;0;0;1;0;0;4;PRDM1
701;30069;Anopheles stephensi;Endopterygota;XP_035917112.1;0;0;1;0;0;4;PRDM1
702;30069;Anopheles stephensi;Endopterygota;XP_035917113.1;0;0;1;0;0;4;PRDM1
703;30069;Anopheles stephensi;Endopterygota;XP_035917104.1;0;0;1;0;0;4;PRDM1
704;30069;Anopheles stephensi;Endopterygota;XP_035917103.1;0;0;1;0;0;4;PRDM1
705;30069;Anopheles stephensi;Endopterygota;XP_035917115.1;0;0;1;0;0;4;PRDM1
706;30069;Anopheles stephensi;Endopterygota;XP_035917105.1;0;0;1;0;0;4;PRDM1
707;30069;Anopheles stephensi;Endopterygota;XP_035903923.1;0;0;1;0;0;3;PRDM4
708;30069;Anopheles stephensi;Endopterygota;XP_035903921.1;0;0;1;0;0;3;PRDM4
709;30069;Anopheles stephensi;Endopterygota;XP_035903922.1;0;0;1;0;0;2;PRDM4
710;30069;Anopheles stephensi;Endopterygota;XP_035903924.1;0;0;1;0;0;3;PRD15
711;30069;Anopheles stephensi;Endopterygota;XP_035919553.1;0;0;1;0;0;0;PRDM4
712;30069;Anopheles stephensi;Endopterygota;XP_035914156.1;0;0;1;0;0;6;PRD14
713;30069;Anopheles stephensi;Endopterygota;XP_035914157.1;0;0;1;0;0;6;PRD14
714;30069;Anopheles stephensi;Endopterygota;XP_035914155.1;0;0;1;0;0;6;PRD14
715;30069;Anopheles stephensi;Endopterygota;XP_035914153.1;0;0;1;0;0;6;PRD14
716;30069;Anopheles stephensi;Endopterygota;XP_035914154.1;0;0;1;0;0;6;PRD14
717;30069;Anopheles stephensi;Endopterygota;XP_035908839.1;0;0;1;0;0;6;PRDM1
718;30069;Anopheles stephensi;Endopterygota;XP_035908838.1;0;0;1;0;0;6;PRDM1
719;2961670;Neodiprion virginianus;Endopterygota;XP_046615476.1;0;0;1;0;0;4;PRDM1
720;2961670;Neodiprion virginianus;Endopterygota;XP_046615477.1;0;0;1;0;0;4;PRDM1
721;2961670;Neodiprion virginianus;Endopterygota;XP_046615478.1;0;0;1;0;0;4;PRDM1
722;2961670;Neodiprion virginianus;Endopterygota;XP_046615479.1;0;0;1;0;0;4;PRDM1
723;2961670;Neodiprion virginianus;Endopterygota;XP_046615481.1;0;0;1;0;0;4;PRDM1
724;2961670;Neodiprion virginianus;Endopterygota;XP_046606685.1;0;0;1;0;0;5;PRD15
725;2961670;Neodiprion virginianus;Endopterygota;XP_046610140.1;0;0;1;0;0;4;PRD10
726;2961670;Neodiprion virginianus;Endopterygota;XP_046610135.1;0;0;1;0;0;4;PRD10
727;2961670;Neodiprion virginianus;Endopterygota;XP_046610136.1;0;0;1;0;0;4;PRD10
728;2961670;Neodiprion virginianus;Endopterygota;XP_046610137.1;0;0;1;0;0;4;PRD10
729;2961670;Neodiprion virginianus;Endopterygota;XP_046610138.1;0;0;1;0;0;4;PRD10
730;2961670;Neodiprion virginianus;Endopterygota;XP_046610139.1;0;0;1;0;0;4;PRD10
731;2961670;Neodiprion virginianus;Endopterygota;XP_046606686.1;0;0;1;0;0;5;PRD15
732;2961670;Neodiprion virginianus;Endopterygota;XP_046603462.1;0;0;1;0;0;2;PRDM4
733;2961670;Neodiprion virginianus;Endopterygota;XP_046626739.1;0;0;1;0;0;6;PRDM2
734;2961670;Neodiprion virginianus;Endopterygota;XP_046626748.1;0;0;1;0;0;5;PRDM2
735;2961670;Neodiprion virginianus;Endopterygota;XP_046630196.1;40.8;1.0822281167108752;1;0;0;3;PRDM9
736;146774;Callosobruchus chinensis;Endopterygota;CAH7723363.1;0;0;1;0;0;4;PRDM1
737;146774;Callosobruchus chinensis;Endopterygota;CAH7723364.1;0;0;1;0;0;2;PRDM1
738;146774;Callosobruchus chinensis;Endopterygota;CAH7723362.1;0;0;1;0;0;4;PRDM1
739;146774;Callosobruchus chinensis;Endopterygota;CAH7760754.1;36.2;1.0678466076696167;1;1;1;1;PRDM9
740;146774;Callosobruchus chinensis;Endopterygota;CAH7735482.1;0;0;1;0;0;3;PRD15
741;146774;Callosobruchus chinensis;Endopterygota;CAH7755870.1;0;0;1;0;0;2;PRD10
742;146774;Callosobruchus chinensis;Endopterygota;CAH7764915.1;0;0;1;0;0;2;PRDM1
743;146774;Callosobruchus chinensis;Endopterygota;CAH7762289.1;0;0;1;0;0;2;PRD10
744;146774;Callosobruchus chinensis;Endopterygota;CAH7729900.1;0;0;1;0;0;6;PRD12
745;286706;Halyomorpha halys;Paraneoptera;XP_024219798.1;65.9;1.1401384083044985;1;0;0;0;PRDM9
746;286706;Halyomorpha halys;Paraneoptera;XP_024219638.1;65.9;1.1401384083044985;1;1;0;0;PRDM9
747;286706;Halyomorpha halys;Paraneoptera;XP_014273768.1;0;0;1;0;0;4;PRDM1
748;286706;Halyomorpha halys;Paraneoptera;XP_014273770.1;0;0;1;0;0;4;PRDM1
749;286706;Halyomorpha halys;Paraneoptera;XP_014273771.1;0;0;1;0;0;4;PRDM1
750;286706;Halyomorpha halys;Paraneoptera;XP_014273772.1;0;0;1;0;0;4;PRDM1
751;286706;Halyomorpha halys;Paraneoptera;XP_014273767.1;0;0;1;0;0;4;PRDM1
752;286706;Halyomorpha halys;Paraneoptera;XP_014273766.1;0;0;1;0;0;4;PRDM1
753;286706;Halyomorpha halys;Paraneoptera;XP_014273763.1;0;0;1;0;0;4;PRDM1
754;286706;Halyomorpha halys;Paraneoptera;XP_014273764.1;0;0;1;0;0;4;PRDM1
755;286706;Halyomorpha halys;Paraneoptera;XP_014273765.1;0;0;1;0;0;4;PRDM1
756;286706;Halyomorpha halys;Paraneoptera;XP_014284123.1;0;0;1;0;0;4;PRD10
757;286706;Halyomorpha halys;Paraneoptera;XP_014292777.1;0;0;1;0;0;2;PRDM4
758;286706;Halyomorpha halys;Paraneoptera;XP_014289532.1;0;0;1;0;0;6;PRD14
759;286706;Halyomorpha halys;Paraneoptera;XP_014289533.1;0;0;1;0;0;5;PRD14
760;286706;Halyomorpha halys;Paraneoptera;XP_014276466.1;0;0;1;0;0;6;PRDM5
761;107213;Diabrotica balteata;Endopterygota;CAG9841018.1;120.0;1.1111111111111112;1;0;0;4;PRDM9
762;107213;Diabrotica balteata;Endopterygota;CAG9832856.1;0;0;1;0;0;4;PRDM1
763;107213;Diabrotica balteata;Endopterygota;CAG9828928.1;0;0;1;0;0;4;PRD10
764;107213;Diabrotica balteata;Endopterygota;CAG9829532.1;0;0;1;0;0;9;PRD15
765;107213;Diabrotica balteata;Endopterygota;CAG9826644.1;0;0;1;0;0;2;PRDM1
766;107213;Diabrotica balteata;Endopterygota;CAG9826439.1;0;0;1;0;0;0;PRD14
767;107213;Diabrotica balteata;Endopterygota;CAG9826438.1;0;0;1;0;0;1;PRDM8
768;213866;Eciton burchellii;Endopterygota;KAH0948574.1;0;0;1;0;0;5;PRDM1
769;213866;Eciton burchellii;Endopterygota;KAH0950968.1;0;0;1;0;0;4;PRD10
770;213866;Eciton burchellii;Endopterygota;KAH0947300.1;0;0;1;0;0;2;PRDM4
771;213866;Eciton burchellii;Endopterygota;KAH0953632.1;0;0;1;0;0;7;PRDM2
772;213866;Eciton burchellii;Endopterygota;KAH0950068.1;0;0;1;0;0;5;PRD10
773;334116;Vanessa tameamea;Endopterygota;XP_026483149.1;105.0;1.1450381679389312;1;0;1;0;PRDM9
774;334116;Vanessa tameamea;Endopterygota;XP_026486330.1;0;0;1;0;0;4;PRDM1
775;334116;Vanessa tameamea;Endopterygota;XP_026486331.1;0;0;1;0;0;4;PRDM1
776;334116;Vanessa tameamea;Endopterygota;XP_026495831.1;0;0;1;0;0;7;PRDM2
777;334116;Vanessa tameamea;Endopterygota;XP_026495828.1;0;0;1;0;0;7;PRDM2
778;334116;Vanessa tameamea;Endopterygota;XP_026495830.1;0;0;1;0;0;6;PRDM2
779;334116;Vanessa tameamea;Endopterygota;XP_026483679.1;0;0;1;0;0;5;PRDM6
780;7515;Ctenocephalides felis;Endopterygota;XP_026470969.1;0;0;1;0;0;4;PRDM1
781;7515;Ctenocephalides felis;Endopterygota;XP_026464214.1;0;0;1;0;0;3;PRD10
782;7515;Ctenocephalides felis;Endopterygota;XP_026464215.1;0;0;1;0;0;3;PRD10
783;7515;Ctenocephalides felis;Endopterygota;XP_026464213.1;0;0;1;0;0;3;PRD10
784;2598218;Psylliodes chrysocephala;Endopterygota;CAH1103992.1;106.0;1.0392156862745099;1;0;1;5;PRDM9
785;2598218;Psylliodes chrysocephala;Endopterygota;CAH1103995.1;102.0;1.1617312072892938;1;0;0;0;PRDM9
786;2598218;Psylliodes chrysocephala;Endopterygota;CAH1102300.1;0;0;1;0;0;8;PRD15
787;2598218;Psylliodes chrysocephala;Endopterygota;CAH1102736.1;0;0;1;0;0;3;PRD10
788;2598218;Psylliodes chrysocephala;Endopterygota;CAH1102150.1;0;0;1;0;0;2;PRDM1
789;28612;Rhagoletis zephyria;Endopterygota;XP_017481081.1;0;0;1;0;0;4;PRDM1
790;28612;Rhagoletis zephyria;Endopterygota;XP_017489201.1;0;0;1;0;0;4;PRDM1
791;28612;Rhagoletis zephyria;Endopterygota;XP_017472640.1;0;0;1;0;0;2;PRDM5
792;28612;Rhagoletis zephyria;Endopterygota;XP_017481829.1;0;0;1;0;0;6;PRDM5
793;28612;Rhagoletis zephyria;Endopterygota;XP_017470510.1;0;0;1;0;0;6;PRDM6
794;28612;Rhagoletis zephyria;Endopterygota;XP_017482341.1;0;0;1;0;0;7;PRD14
795;28612;Rhagoletis zephyria;Endopterygota;XP_017482323.1;0;0;1;0;0;7;PRD14
796;28612;Rhagoletis zephyria;Endopterygota;XP_017482333.1;0;0;1;0;0;7;PRD14
797;103775;Drosophila gunungcola;Endopterygota;XP_052846395.1;0;0;1;0;0;5;PRDM1
798;103775;Drosophila gunungcola;Endopterygota;XP_052846391.1;0;0;1;0;0;5;PRDM1
799;103775;Drosophila gunungcola;Endopterygota;XP_052846392.1;0;0;1;0;0;5;PRDM1
800;103775;Drosophila gunungcola;Endopterygota;XP_052846393.1;0;0;1;0;0;5;PRDM1
801;103775;Drosophila gunungcola;Endopterygota;XP_052846394.1;0;0;1;0;0;5;PRDM1
802;103775;Drosophila gunungcola;Endopterygota;XP_052850513.1;0;0;1;0;0;0;PRDM5
803;103775;Drosophila gunungcola;Endopterygota;XP_052852240.1;0;0;1;0;0;6;PRD14
804;103775;Drosophila gunungcola;Endopterygota;XP_052852239.1;0;0;1;0;0;6;PRD14
805;103775;Drosophila gunungcola;Endopterygota;XP_052852238.1;0;0;1;0;0;6;PRD14
806;66420;Papilio xuthus;Endopterygota;XP_013162565.1;125.0;1.2019230769230769;1;0;0;0;PRDM9
807;66420;Papilio xuthus;Endopterygota;XP_013178268.1;0;0;1;0;0;4;PRDM1
808;66420;Papilio xuthus;Endopterygota;XP_013178267.1;0;0;1;0;0;4;PRDM1
809;66420;Papilio xuthus;Endopterygota;XP_013180193.1;0;0;1;0;0;7;PRDM1
810;66420;Papilio xuthus;Endopterygota;XP_013180194.1;0;0;1;0;0;7;PRDM1
811;66420;Papilio xuthus;Endopterygota;XP_013180195.1;0;0;1;0;0;7;PRDM1
812;66420;Papilio xuthus;Endopterygota;XP_013180192.1;0;0;1;0;0;7;PRDM1
813;66420;Papilio xuthus;Endopterygota;XP_013180191.1;0;0;1;0;0;7;PRDM1
814;66420;Papilio xuthus;Endopterygota;XP_013180188.1;0;0;1;0;0;7;PRDM1
815;66420;Papilio xuthus;Endopterygota;XP_013180189.1;0;0;1;0;0;7;PRDM1
816;66420;Papilio xuthus;Endopterygota;XP_013180190.1;0;0;1;0;0;6;PRDM1
817;66420;Papilio xuthus;Endopterygota;XP_013176911.1;0;0;1;0;0;5;PRDM6
818;115357;Harmonia axyridis;Endopterygota;XP_045461423.1;144.0;1.2307692307692308;1;0;1;6;PRDM9
819;115357;Harmonia axyridis;Endopterygota;XP_045469939.1;0;0;1;0;0;3;PRDM1
820;115357;Harmonia axyridis;Endopterygota;XP_045469940.1;0;0;1;0;0;3;PRDM1
821;115357;Harmonia axyridis;Endopterygota;XP_045469935.1;0;0;1;0;0;3;PRDM1
822;115357;Harmonia axyridis;Endopterygota;XP_045469937.1;0;0;1;0;0;3;PRDM1
823;115357;Harmonia axyridis;Endopterygota;XP_045469938.1;0;0;1;0;0;3;PRDM1
824;115357;Harmonia axyridis;Endopterygota;XP_045469931.1;0;0;1;0;0;3;PRDM1
825;115357;Harmonia axyridis;Endopterygota;XP_045469932.1;0;0;1;0;0;3;PRDM1
826;115357;Harmonia axyridis;Endopterygota;XP_045469933.1;0;0;1;0;0;3;PRDM1
827;115357;Harmonia axyridis;Endopterygota;XP_045469934.1;0;0;1;0;0;3;PRDM1
828;115357;Harmonia axyridis;Endopterygota;XP_045471052.1;0;0;1;0;0;7;PRD15
829;115357;Harmonia axyridis;Endopterygota;XP_045471051.1;0;0;1;0;0;7;PRD15
830;115357;Harmonia axyridis;Endopterygota;XP_045471050.1;0;0;1;0;0;7;PRD15
831;115357;Harmonia axyridis;Endopterygota;XP_045471053.1;0;0;1;0;0;7;PRD15
832;115357;Harmonia axyridis;Endopterygota;XP_045473945.1;0;0;1;0;0;2;PRD10
833;115357;Harmonia axyridis;Endopterygota;XP_045476755.1;0;0;1;0;0;7;PRD14
834;115357;Harmonia axyridis;Endopterygota;XP_045476754.1;0;0;1;0;0;7;PRD14
835;115357;Harmonia axyridis;Endopterygota;XP_045476753.1;0;0;1;0;0;7;PRD14
836;115357;Harmonia axyridis;Endopterygota;XP_045476752.1;0;0;1;0;0;7;PRD14
837;115357;Harmonia axyridis;Endopterygota;XP_045474349.1;0;0;1;0;0;5;PRD14
838;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137680.1;0;0;1;0;0;4;PRDM1
839;50390;Diabrotica virgifera virgifera;Endopterygota;XP_050516082.1;91.7;1.0132596685082873;1;0;1;0;PRDM9
840;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137685.1;0;0;1;0;0;4;PRDM1
841;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137686.1;0;0;1;0;0;4;PRDM1
842;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137687.1;0;0;1;0;0;4;PRDM1
843;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137682.1;0;0;1;0;0;4;PRDM1
844;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137683.1;0;0;1;0;0;4;PRDM1
845;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137684.1;0;0;1;0;0;4;PRDM1
846;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137679.1;0;0;1;0;0;4;PRDM1
847;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028137678.1;0;0;1;0;0;4;PRDM1
848;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028134413.1;0;0;1;0;0;3;PRD10
849;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028138065.1;0;0;1;0;0;1;PRDM1
850;50390;Diabrotica virgifera virgifera;Endopterygota;XP_050516101.1;0;0;1;0;1;0;PRD11
851;50390;Diabrotica virgifera virgifera;Endopterygota;XP_050498443.1;0;0;1;0;0;5;PRD15
852;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028130876.2;0;0;1;0;0;7;PRD14
853;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028130875.2;0;0;1;0;0;7;PRD14
854;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028130877.2;0;0;1;0;0;6;PRD14
855;50390;Diabrotica virgifera virgifera;Endopterygota;XP_050497516.1;41.2;1.1638418079096047;1;0;0;0;PRDM9
856;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028131268.1;0;0;1;0;0;4;PRD14
857;50390;Diabrotica virgifera virgifera;Endopterygota;XP_050497517.1;39.3;1.173134328358209;1;0;0;0;PRDM9
858;50390;Diabrotica virgifera virgifera;Endopterygota;XP_028130878.1;0;0;1;0;0;7;PRDM8
859;91739;Aricia agestis;Endopterygota;XP_041981648.1;119.0;1.2659574468085106;1;0;1;0;PRDM9
860;91739;Aricia agestis;Endopterygota;XP_041976335.1;0;0;1;0;0;4;PRDM1
861;91739;Aricia agestis;Endopterygota;XP_041976334.1;0;0;1;0;0;4;PRDM1
862;91739;Aricia agestis;Endopterygota;XP_041982109.1;0;0;1;0;0;7;PRDM1
863;91739;Aricia agestis;Endopterygota;XP_041982108.1;0;0;1;0;0;7;PRDM1
864;91739;Aricia agestis;Endopterygota;XP_041982106.1;0;0;1;0;0;7;PRDM1
865;91739;Aricia agestis;Endopterygota;XP_041982105.1;0;0;1;0;0;7;PRDM1
866;91739;Aricia agestis;Endopterygota;XP_041982107.1;0;0;1;0;0;6;PRDM1
867;91739;Aricia agestis;Endopterygota;XP_041988403.1;0;0;1;0;0;5;PRD10
